[2025-08-17 10:18:37] [INFO] [lstm.py:29] - Loading dataset from: dataset\YouTube\processed\extracted_labels_Youtube.csv
[2025-08-17 10:18:37] [INFO] [lstm.py:34] - Using device: cuda
[2025-08-17 10:18:38] [INFO] [lstm.py:71] - ==== LSTM Model Configuration ====
[2025-08-17 10:18:38] [INFO] [lstm.py:72] - Input size   : 34
[2025-08-17 10:18:38] [INFO] [lstm.py:73] - Hidden size  : 128
[2025-08-17 10:18:38] [INFO] [lstm.py:74] - Num layers   : 3
[2025-08-17 10:18:38] [INFO] [lstm.py:75] - Dropout      : 0.6
[2025-08-17 10:18:38] [INFO] [lstm.py:76] - Use Sigmoid  : True
[2025-08-17 10:18:38] [INFO] [lstm.py:77] - Output size  : 1
[2025-08-17 10:18:38] [INFO] [lstm.py:79] - ==== Training Hyperparameters ====
[2025-08-17 10:18:38] [INFO] [lstm.py:80] - Learning rate: 0.0005
[2025-08-17 10:18:38] [INFO] [lstm.py:81] - Optimizer    : AdamW
[2025-08-17 10:18:38] [INFO] [lstm.py:82] - Weight decay : 1e-06
[2025-08-17 10:18:38] [INFO] [lstm.py:83] - Loss function: BCELoss
[2025-08-17 10:18:38] [INFO] [lstm.py:84] - Num epochs   : 500
[2025-08-17 10:18:38] [INFO] [lstm.py:85] - Batch size   : 64
[2025-08-17 10:18:38] [INFO] [lstm.py:110] - [Epoch 1] Loss: 1.1645 | Accuracy: 57.9545%
[2025-08-17 10:18:38] [INFO] [lstm.py:110] - [Epoch 2] Loss: 1.6360 | Accuracy: 34.0909%
[2025-08-17 10:18:38] [INFO] [lstm.py:110] - [Epoch 3] Loss: 1.5855 | Accuracy: 48.8636%
[2025-08-17 10:18:38] [INFO] [lstm.py:110] - [Epoch 4] Loss: 0.9845 | Accuracy: 61.3636%
[2025-08-17 10:18:38] [INFO] [lstm.py:110] - [Epoch 5] Loss: 1.2904 | Accuracy: 39.7727%
[2025-08-17 10:18:38] [INFO] [lstm.py:110] - [Epoch 6] Loss: 1.2662 | Accuracy: 51.1364%
[2025-08-17 10:18:38] [INFO] [lstm.py:110] - [Epoch 7] Loss: 0.9375 | Accuracy: 65.9091%
[2025-08-17 10:18:38] [INFO] [lstm.py:110] - [Epoch 8] Loss: 0.7089 | Accuracy: 68.1818%
[2025-08-17 10:18:38] [INFO] [lstm.py:110] - [Epoch 9] Loss: 0.8409 | Accuracy: 59.0909%
[2025-08-17 10:18:38] [INFO] [lstm.py:110] - [Epoch 10] Loss: 0.7452 | Accuracy: 62.5000%
[2025-08-17 10:18:38] [INFO] [lstm.py:110] - [Epoch 11] Loss: 0.7371 | Accuracy: 64.7727%
[2025-08-17 10:18:38] [INFO] [lstm.py:110] - [Epoch 12] Loss: 1.0338 | Accuracy: 65.9091%
