[2025-07-25 14:59:00] [INFO] [gru.py:27] - Loading dataset from: dataset\YouTube\processed\extracted_labels_Youtube.csv
[2025-07-25 14:59:00] [INFO] [gru.py:32] - Using device: cuda
[2025-07-25 14:59:01] [INFO] [gru.py:84] - [Epoch 1] Loss: 1.1721 | Accuracy: 46.5909%
[2025-07-25 14:59:01] [INFO] [gru.py:84] - [Epoch 2] Loss: 1.2916 | Accuracy: 47.7273%
[2025-07-25 14:59:01] [INFO] [gru.py:84] - [Epoch 3] Loss: 1.1214 | Accuracy: 51.1364%
[2025-07-25 14:59:01] [INFO] [gru.py:84] - [Epoch 4] Loss: 1.0535 | Accuracy: 48.8636%
[2025-07-25 14:59:02] [INFO] [gru.py:84] - [Epoch 5] Loss: 1.0851 | Accuracy: 48.8636%
[2025-07-25 14:59:02] [INFO] [gru.py:84] - [Epoch 6] Loss: 1.1336 | Accuracy: 47.7273%
[2025-07-25 14:59:02] [INFO] [gru.py:84] - [Epoch 7] Loss: 0.9855 | Accuracy: 52.2727%
[2025-07-25 14:59:02] [INFO] [gru.py:84] - [Epoch 8] Loss: 0.8521 | Accuracy: 63.6364%
[2025-07-25 14:59:02] [INFO] [gru.py:84] - [Epoch 9] Loss: 0.7406 | Accuracy: 68.1818%
[2025-07-25 14:59:02] [INFO] [gru.py:84] - [Epoch 10] Loss: 0.7645 | Accuracy: 67.0455%
[2025-07-25 14:59:02] [INFO] [gru.py:84] - [Epoch 11] Loss: 0.7866 | Accuracy: 67.0455%
[2025-07-25 14:59:02] [INFO] [gru.py:84] - [Epoch 12] Loss: 0.6132 | Accuracy: 65.9091%
[2025-07-25 14:59:02] [INFO] [gru.py:84] - [Epoch 13] Loss: 0.6616 | Accuracy: 69.3182%
[2025-07-25 14:59:02] [INFO] [gru.py:84] - [Epoch 14] Loss: 0.7253 | Accuracy: 72.7273%
[2025-07-25 14:59:02] [INFO] [gru.py:84] - [Epoch 15] Loss: 0.6462 | Accuracy: 70.4545%
[2025-07-25 14:59:02] [INFO] [gru.py:84] - [Epoch 16] Loss: 0.5763 | Accuracy: 76.1364%
[2025-07-25 14:59:02] [INFO] [gru.py:84] - [Epoch 17] Loss: 0.7596 | Accuracy: 72.7273%
[2025-07-25 14:59:02] [INFO] [gru.py:84] - [Epoch 18] Loss: 0.5112 | Accuracy: 71.5909%
[2025-07-25 14:59:02] [INFO] [gru.py:84] - [Epoch 19] Loss: 0.7038 | Accuracy: 76.1364%
[2025-07-25 14:59:02] [INFO] [gru.py:84] - [Epoch 20] Loss: 0.7179 | Accuracy: 68.1818%
[2025-07-25 14:59:02] [INFO] [gru.py:84] - [Epoch 21] Loss: 0.6758 | Accuracy: 78.4091%
[2025-07-25 14:59:02] [INFO] [gru.py:84] - [Epoch 22] Loss: 0.4952 | Accuracy: 80.6818%
[2025-07-25 14:59:02] [INFO] [gru.py:84] - [Epoch 23] Loss: 0.5178 | Accuracy: 79.5455%
[2025-07-25 14:59:02] [INFO] [gru.py:84] - [Epoch 24] Loss: 0.6373 | Accuracy: 70.4545%
[2025-07-25 14:59:02] [INFO] [gru.py:84] - [Epoch 25] Loss: 0.5657 | Accuracy: 80.6818%
[2025-07-25 14:59:02] [INFO] [gru.py:84] - [Epoch 26] Loss: 0.4548 | Accuracy: 80.6818%
[2025-07-25 14:59:02] [INFO] [gru.py:84] - [Epoch 27] Loss: 0.4648 | Accuracy: 84.0909%
[2025-07-25 14:59:02] [INFO] [gru.py:84] - [Epoch 28] Loss: 0.4943 | Accuracy: 79.5455%
[2025-07-25 14:59:02] [INFO] [gru.py:84] - [Epoch 29] Loss: 0.3979 | Accuracy: 82.9545%
[2025-07-25 14:59:02] [INFO] [gru.py:84] - [Epoch 30] Loss: 0.4188 | Accuracy: 85.2273%
[2025-07-25 14:59:02] [INFO] [gru.py:84] - [Epoch 31] Loss: 0.3969 | Accuracy: 80.6818%
[2025-07-25 14:59:02] [INFO] [gru.py:84] - [Epoch 32] Loss: 0.5098 | Accuracy: 78.4091%
[2025-07-25 14:59:02] [INFO] [gru.py:84] - [Epoch 33] Loss: 0.3505 | Accuracy: 86.3636%
[2025-07-25 14:59:02] [INFO] [gru.py:84] - [Epoch 34] Loss: 0.4788 | Accuracy: 78.4091%
[2025-07-25 14:59:02] [INFO] [gru.py:84] - [Epoch 35] Loss: 0.2417 | Accuracy: 92.0455%
[2025-07-25 14:59:02] [INFO] [gru.py:84] - [Epoch 36] Loss: 0.3328 | Accuracy: 85.2273%
[2025-07-25 14:59:02] [INFO] [gru.py:84] - [Epoch 37] Loss: 0.4615 | Accuracy: 84.0909%
[2025-07-25 14:59:02] [INFO] [gru.py:84] - [Epoch 38] Loss: 0.4283 | Accuracy: 78.4091%
[2025-07-25 14:59:02] [INFO] [gru.py:84] - [Epoch 39] Loss: 0.4146 | Accuracy: 86.3636%
[2025-07-25 14:59:02] [INFO] [gru.py:84] - [Epoch 40] Loss: 0.3461 | Accuracy: 87.5000%
[2025-07-25 14:59:02] [INFO] [gru.py:84] - [Epoch 41] Loss: 0.4891 | Accuracy: 78.4091%
[2025-07-25 14:59:02] [INFO] [gru.py:84] - [Epoch 42] Loss: 0.5253 | Accuracy: 84.0909%
[2025-07-25 14:59:02] [INFO] [gru.py:84] - [Epoch 43] Loss: 0.4215 | Accuracy: 85.2273%
[2025-07-25 14:59:02] [INFO] [gru.py:84] - [Epoch 44] Loss: 0.3973 | Accuracy: 84.0909%
[2025-07-25 14:59:02] [INFO] [gru.py:84] - [Epoch 45] Loss: 0.3805 | Accuracy: 84.0909%
[2025-07-25 14:59:02] [INFO] [gru.py:84] - [Epoch 46] Loss: 0.4601 | Accuracy: 84.0909%
[2025-07-25 14:59:02] [INFO] [gru.py:84] - [Epoch 47] Loss: 0.3933 | Accuracy: 86.3636%
[2025-07-25 14:59:02] [INFO] [gru.py:84] - [Epoch 48] Loss: 0.4097 | Accuracy: 82.9545%
[2025-07-25 14:59:02] [INFO] [gru.py:84] - [Epoch 49] Loss: 0.4445 | Accuracy: 86.3636%
[2025-07-25 14:59:02] [INFO] [gru.py:84] - [Epoch 50] Loss: 0.3244 | Accuracy: 88.6364%
[2025-07-25 14:59:02] [INFO] [gru.py:84] - [Epoch 51] Loss: 0.3600 | Accuracy: 92.0455%
[2025-07-25 14:59:02] [INFO] [gru.py:84] - [Epoch 52] Loss: 0.3556 | Accuracy: 82.9545%
[2025-07-25 14:59:02] [INFO] [gru.py:84] - [Epoch 53] Loss: 0.3065 | Accuracy: 89.7727%
[2025-07-25 14:59:02] [INFO] [gru.py:84] - [Epoch 54] Loss: 0.3986 | Accuracy: 81.8182%
[2025-07-25 14:59:02] [INFO] [gru.py:84] - [Epoch 55] Loss: 0.3751 | Accuracy: 85.2273%
[2025-07-25 14:59:02] [INFO] [gru.py:84] - [Epoch 56] Loss: 0.2701 | Accuracy: 88.6364%
[2025-07-25 14:59:02] [INFO] [gru.py:84] - [Epoch 57] Loss: 0.3701 | Accuracy: 86.3636%
[2025-07-25 14:59:02] [INFO] [gru.py:84] - [Epoch 58] Loss: 0.3330 | Accuracy: 88.6364%
[2025-07-25 14:59:02] [INFO] [gru.py:84] - [Epoch 59] Loss: 0.3525 | Accuracy: 86.3636%
[2025-07-25 14:59:02] [INFO] [gru.py:84] - [Epoch 60] Loss: 0.2196 | Accuracy: 88.6364%
[2025-07-25 14:59:02] [INFO] [gru.py:84] - [Epoch 61] Loss: 0.3301 | Accuracy: 87.5000%
[2025-07-25 14:59:02] [INFO] [gru.py:84] - [Epoch 62] Loss: 0.4193 | Accuracy: 84.0909%
[2025-07-25 14:59:02] [INFO] [gru.py:84] - [Epoch 63] Loss: 0.3139 | Accuracy: 89.7727%
[2025-07-25 14:59:02] [INFO] [gru.py:84] - [Epoch 64] Loss: 0.2318 | Accuracy: 92.0455%
[2025-07-25 14:59:02] [INFO] [gru.py:84] - [Epoch 65] Loss: 0.3603 | Accuracy: 87.5000%
[2025-07-25 14:59:02] [INFO] [gru.py:84] - [Epoch 66] Loss: 0.3223 | Accuracy: 88.6364%
[2025-07-25 14:59:02] [INFO] [gru.py:84] - [Epoch 67] Loss: 0.2763 | Accuracy: 90.9091%
[2025-07-25 14:59:02] [INFO] [gru.py:84] - [Epoch 68] Loss: 0.3242 | Accuracy: 92.0455%
[2025-07-25 14:59:02] [INFO] [gru.py:84] - [Epoch 69] Loss: 0.3102 | Accuracy: 87.5000%
[2025-07-25 14:59:02] [INFO] [gru.py:84] - [Epoch 70] Loss: 0.2803 | Accuracy: 85.2273%
[2025-07-25 14:59:02] [INFO] [gru.py:84] - [Epoch 71] Loss: 0.2494 | Accuracy: 90.9091%
[2025-07-25 14:59:02] [INFO] [gru.py:84] - [Epoch 72] Loss: 0.4158 | Accuracy: 84.0909%
[2025-07-25 14:59:02] [INFO] [gru.py:84] - [Epoch 73] Loss: 0.4719 | Accuracy: 87.5000%
[2025-07-25 14:59:02] [INFO] [gru.py:84] - [Epoch 74] Loss: 0.3129 | Accuracy: 92.0455%
[2025-07-25 14:59:02] [INFO] [gru.py:84] - [Epoch 75] Loss: 0.2916 | Accuracy: 88.6364%
[2025-07-25 14:59:02] [INFO] [gru.py:84] - [Epoch 76] Loss: 0.2497 | Accuracy: 92.0455%
[2025-07-25 14:59:02] [INFO] [gru.py:84] - [Epoch 77] Loss: 0.3631 | Accuracy: 84.0909%
[2025-07-25 14:59:02] [INFO] [gru.py:84] - [Epoch 78] Loss: 0.2972 | Accuracy: 90.9091%
[2025-07-25 14:59:02] [INFO] [gru.py:84] - [Epoch 79] Loss: 0.3073 | Accuracy: 89.7727%
[2025-07-25 14:59:02] [INFO] [gru.py:84] - [Epoch 80] Loss: 0.3049 | Accuracy: 86.3636%
[2025-07-25 14:59:02] [INFO] [gru.py:84] - [Epoch 81] Loss: 0.2849 | Accuracy: 90.9091%
[2025-07-25 14:59:02] [INFO] [gru.py:84] - [Epoch 82] Loss: 0.4306 | Accuracy: 84.0909%
[2025-07-25 14:59:02] [INFO] [gru.py:84] - [Epoch 83] Loss: 0.2458 | Accuracy: 94.3182%
[2025-07-25 14:59:02] [INFO] [gru.py:84] - [Epoch 84] Loss: 0.2054 | Accuracy: 89.7727%
[2025-07-25 14:59:02] [INFO] [gru.py:84] - [Epoch 85] Loss: 0.3249 | Accuracy: 92.0455%
[2025-07-25 14:59:02] [INFO] [gru.py:84] - [Epoch 86] Loss: 0.3385 | Accuracy: 89.7727%
[2025-07-25 14:59:02] [INFO] [gru.py:84] - [Epoch 87] Loss: 0.4286 | Accuracy: 90.9091%
[2025-07-25 14:59:02] [INFO] [gru.py:84] - [Epoch 88] Loss: 0.2465 | Accuracy: 90.9091%
[2025-07-25 14:59:02] [INFO] [gru.py:84] - [Epoch 89] Loss: 0.4241 | Accuracy: 85.2273%
[2025-07-25 14:59:02] [INFO] [gru.py:84] - [Epoch 90] Loss: 0.3212 | Accuracy: 89.7727%
[2025-07-25 14:59:02] [INFO] [gru.py:84] - [Epoch 91] Loss: 0.3662 | Accuracy: 87.5000%
[2025-07-25 14:59:03] [INFO] [gru.py:84] - [Epoch 92] Loss: 0.2758 | Accuracy: 89.7727%
[2025-07-25 14:59:03] [INFO] [gru.py:84] - [Epoch 93] Loss: 0.4529 | Accuracy: 86.3636%
[2025-07-25 14:59:03] [INFO] [gru.py:84] - [Epoch 94] Loss: 0.3027 | Accuracy: 90.9091%
[2025-07-25 14:59:03] [INFO] [gru.py:84] - [Epoch 95] Loss: 0.2687 | Accuracy: 90.9091%
[2025-07-25 14:59:03] [INFO] [gru.py:84] - [Epoch 96] Loss: 0.2182 | Accuracy: 90.9091%
[2025-07-25 14:59:03] [INFO] [gru.py:84] - [Epoch 97] Loss: 0.2382 | Accuracy: 89.7727%
[2025-07-25 14:59:03] [INFO] [gru.py:84] - [Epoch 98] Loss: 0.3938 | Accuracy: 93.1818%
[2025-07-25 14:59:03] [INFO] [gru.py:84] - [Epoch 99] Loss: 0.2409 | Accuracy: 89.7727%
[2025-07-25 14:59:03] [INFO] [gru.py:84] - [Epoch 100] Loss: 0.2525 | Accuracy: 89.7727%
[2025-07-25 14:59:03] [INFO] [gru.py:84] - [Epoch 101] Loss: 0.2748 | Accuracy: 89.7727%
[2025-07-25 14:59:03] [INFO] [gru.py:84] - [Epoch 102] Loss: 0.2944 | Accuracy: 90.9091%
[2025-07-25 14:59:03] [INFO] [gru.py:84] - [Epoch 103] Loss: 0.3009 | Accuracy: 86.3636%
[2025-07-25 14:59:03] [INFO] [gru.py:84] - [Epoch 104] Loss: 0.2258 | Accuracy: 93.1818%
[2025-07-25 14:59:03] [INFO] [gru.py:84] - [Epoch 105] Loss: 0.2819 | Accuracy: 88.6364%
[2025-07-25 14:59:03] [INFO] [gru.py:84] - [Epoch 106] Loss: 0.2358 | Accuracy: 90.9091%
[2025-07-25 14:59:03] [INFO] [gru.py:84] - [Epoch 107] Loss: 0.3523 | Accuracy: 93.1818%
[2025-07-25 14:59:03] [INFO] [gru.py:84] - [Epoch 108] Loss: 0.2581 | Accuracy: 90.9091%
[2025-07-25 14:59:03] [INFO] [gru.py:84] - [Epoch 109] Loss: 0.2667 | Accuracy: 88.6364%
[2025-07-25 14:59:03] [INFO] [gru.py:84] - [Epoch 110] Loss: 0.1969 | Accuracy: 92.0455%
[2025-07-25 14:59:03] [INFO] [gru.py:84] - [Epoch 111] Loss: 0.2662 | Accuracy: 87.5000%
[2025-07-25 14:59:03] [INFO] [gru.py:84] - [Epoch 112] Loss: 0.2074 | Accuracy: 92.0455%
[2025-07-25 14:59:03] [INFO] [gru.py:84] - [Epoch 113] Loss: 0.2382 | Accuracy: 89.7727%
[2025-07-25 14:59:03] [INFO] [gru.py:84] - [Epoch 114] Loss: 0.2525 | Accuracy: 92.0455%
[2025-07-25 14:59:03] [INFO] [gru.py:84] - [Epoch 115] Loss: 0.2189 | Accuracy: 93.1818%
[2025-07-25 14:59:03] [INFO] [gru.py:84] - [Epoch 116] Loss: 0.2648 | Accuracy: 88.6364%
[2025-07-25 14:59:03] [INFO] [gru.py:84] - [Epoch 117] Loss: 0.2427 | Accuracy: 92.0455%
[2025-07-25 14:59:03] [INFO] [gru.py:84] - [Epoch 118] Loss: 0.1711 | Accuracy: 93.1818%
[2025-07-25 14:59:03] [INFO] [gru.py:84] - [Epoch 119] Loss: 0.1899 | Accuracy: 93.1818%
[2025-07-25 14:59:03] [INFO] [gru.py:84] - [Epoch 120] Loss: 0.3957 | Accuracy: 88.6364%
[2025-07-25 14:59:03] [INFO] [gru.py:84] - [Epoch 121] Loss: 0.2091 | Accuracy: 92.0455%
[2025-07-25 14:59:03] [INFO] [gru.py:84] - [Epoch 122] Loss: 0.2605 | Accuracy: 92.0455%
[2025-07-25 14:59:03] [INFO] [gru.py:84] - [Epoch 123] Loss: 0.1941 | Accuracy: 92.0455%
[2025-07-25 14:59:03] [INFO] [gru.py:84] - [Epoch 124] Loss: 0.2237 | Accuracy: 89.7727%
[2025-07-25 14:59:03] [INFO] [gru.py:84] - [Epoch 125] Loss: 0.2276 | Accuracy: 90.9091%
[2025-07-25 14:59:03] [INFO] [gru.py:84] - [Epoch 126] Loss: 0.1932 | Accuracy: 89.7727%
[2025-07-25 14:59:03] [INFO] [gru.py:84] - [Epoch 127] Loss: 0.1627 | Accuracy: 93.1818%
[2025-07-25 14:59:03] [INFO] [gru.py:84] - [Epoch 128] Loss: 0.2702 | Accuracy: 87.5000%
[2025-07-25 14:59:03] [INFO] [gru.py:84] - [Epoch 129] Loss: 0.1836 | Accuracy: 92.0455%
[2025-07-25 14:59:03] [INFO] [gru.py:84] - [Epoch 130] Loss: 0.2242 | Accuracy: 93.1818%
[2025-07-25 14:59:03] [INFO] [gru.py:84] - [Epoch 131] Loss: 0.2355 | Accuracy: 90.9091%
[2025-07-25 14:59:03] [INFO] [gru.py:84] - [Epoch 132] Loss: 0.2176 | Accuracy: 88.6364%
[2025-07-25 14:59:03] [INFO] [gru.py:84] - [Epoch 133] Loss: 0.2499 | Accuracy: 88.6364%
[2025-07-25 14:59:03] [INFO] [gru.py:84] - [Epoch 134] Loss: 0.2699 | Accuracy: 90.9091%
[2025-07-25 14:59:03] [INFO] [gru.py:84] - [Epoch 135] Loss: 0.1426 | Accuracy: 93.1818%
[2025-07-25 14:59:03] [INFO] [gru.py:84] - [Epoch 136] Loss: 0.2099 | Accuracy: 92.0455%
[2025-07-25 14:59:03] [INFO] [gru.py:84] - [Epoch 137] Loss: 0.1704 | Accuracy: 89.7727%
[2025-07-25 14:59:03] [INFO] [gru.py:84] - [Epoch 138] Loss: 0.2056 | Accuracy: 94.3182%
[2025-07-25 14:59:03] [INFO] [gru.py:84] - [Epoch 139] Loss: 0.1962 | Accuracy: 92.0455%
[2025-07-25 14:59:03] [INFO] [gru.py:84] - [Epoch 140] Loss: 0.2627 | Accuracy: 86.3636%
[2025-07-25 14:59:03] [INFO] [gru.py:84] - [Epoch 141] Loss: 0.2369 | Accuracy: 94.3182%
[2025-07-25 14:59:03] [INFO] [gru.py:84] - [Epoch 142] Loss: 0.2325 | Accuracy: 90.9091%
[2025-07-25 14:59:03] [INFO] [gru.py:84] - [Epoch 143] Loss: 0.1670 | Accuracy: 93.1818%
[2025-07-25 14:59:03] [INFO] [gru.py:84] - [Epoch 144] Loss: 0.1705 | Accuracy: 94.3182%
[2025-07-25 14:59:03] [INFO] [gru.py:84] - [Epoch 145] Loss: 0.2658 | Accuracy: 85.2273%
[2025-07-25 14:59:03] [INFO] [gru.py:84] - [Epoch 146] Loss: 0.1723 | Accuracy: 93.1818%
[2025-07-25 14:59:03] [INFO] [gru.py:84] - [Epoch 147] Loss: 0.1780 | Accuracy: 94.3182%
[2025-07-25 14:59:03] [INFO] [gru.py:84] - [Epoch 148] Loss: 0.2256 | Accuracy: 90.9091%
[2025-07-25 14:59:03] [INFO] [gru.py:84] - [Epoch 149] Loss: 0.2109 | Accuracy: 92.0455%
[2025-07-25 14:59:03] [INFO] [gru.py:84] - [Epoch 150] Loss: 0.2015 | Accuracy: 94.3182%
[2025-07-25 14:59:03] [INFO] [gru.py:84] - [Epoch 151] Loss: 0.1967 | Accuracy: 93.1818%
[2025-07-25 14:59:03] [INFO] [gru.py:84] - [Epoch 152] Loss: 0.1601 | Accuracy: 92.0455%
[2025-07-25 14:59:03] [INFO] [gru.py:84] - [Epoch 153] Loss: 0.2987 | Accuracy: 92.0455%
[2025-07-25 14:59:03] [INFO] [gru.py:84] - [Epoch 154] Loss: 0.2572 | Accuracy: 93.1818%
[2025-07-25 14:59:03] [INFO] [gru.py:84] - [Epoch 155] Loss: 0.2056 | Accuracy: 92.0455%
[2025-07-25 14:59:03] [INFO] [gru.py:84] - [Epoch 156] Loss: 0.2293 | Accuracy: 89.7727%
[2025-07-25 14:59:03] [INFO] [gru.py:84] - [Epoch 157] Loss: 0.2043 | Accuracy: 93.1818%
[2025-07-25 14:59:03] [INFO] [gru.py:84] - [Epoch 158] Loss: 0.2178 | Accuracy: 87.5000%
[2025-07-25 14:59:03] [INFO] [gru.py:84] - [Epoch 159] Loss: 0.1816 | Accuracy: 92.0455%
[2025-07-25 14:59:03] [INFO] [gru.py:84] - [Epoch 160] Loss: 0.1942 | Accuracy: 89.7727%
[2025-07-25 14:59:03] [INFO] [gru.py:84] - [Epoch 161] Loss: 0.1685 | Accuracy: 92.0455%
[2025-07-25 14:59:03] [INFO] [gru.py:84] - [Epoch 162] Loss: 0.1493 | Accuracy: 92.0455%
[2025-07-25 14:59:03] [INFO] [gru.py:84] - [Epoch 163] Loss: 0.1901 | Accuracy: 90.9091%
[2025-07-25 14:59:03] [INFO] [gru.py:84] - [Epoch 164] Loss: 0.2235 | Accuracy: 93.1818%
[2025-07-25 14:59:03] [INFO] [gru.py:84] - [Epoch 165] Loss: 0.1604 | Accuracy: 93.1818%
[2025-07-25 14:59:03] [INFO] [gru.py:84] - [Epoch 166] Loss: 0.1716 | Accuracy: 92.0455%
[2025-07-25 14:59:03] [INFO] [gru.py:84] - [Epoch 167] Loss: 0.1463 | Accuracy: 94.3182%
[2025-07-25 14:59:03] [INFO] [gru.py:84] - [Epoch 168] Loss: 0.1630 | Accuracy: 92.0455%
[2025-07-25 14:59:03] [INFO] [gru.py:84] - [Epoch 169] Loss: 0.1975 | Accuracy: 92.0455%
[2025-07-25 14:59:03] [INFO] [gru.py:84] - [Epoch 170] Loss: 0.1631 | Accuracy: 94.3182%
[2025-07-25 14:59:03] [INFO] [gru.py:84] - [Epoch 171] Loss: 0.1494 | Accuracy: 95.4545%
[2025-07-25 14:59:03] [INFO] [gru.py:84] - [Epoch 172] Loss: 0.1914 | Accuracy: 92.0455%
[2025-07-25 14:59:03] [INFO] [gru.py:84] - [Epoch 173] Loss: 0.1492 | Accuracy: 95.4545%
[2025-07-25 14:59:03] [INFO] [gru.py:84] - [Epoch 174] Loss: 0.3513 | Accuracy: 87.5000%
[2025-07-25 14:59:03] [INFO] [gru.py:84] - [Epoch 175] Loss: 0.2215 | Accuracy: 88.6364%
[2025-07-25 14:59:03] [INFO] [gru.py:84] - [Epoch 176] Loss: 0.2169 | Accuracy: 90.9091%
[2025-07-25 14:59:03] [INFO] [gru.py:84] - [Epoch 177] Loss: 0.1857 | Accuracy: 93.1818%
[2025-07-25 14:59:03] [INFO] [gru.py:84] - [Epoch 178] Loss: 0.2261 | Accuracy: 93.1818%
[2025-07-25 14:59:03] [INFO] [gru.py:84] - [Epoch 179] Loss: 0.1323 | Accuracy: 96.5909%
[2025-07-25 14:59:03] [INFO] [gru.py:84] - [Epoch 180] Loss: 0.1683 | Accuracy: 94.3182%
[2025-07-25 14:59:03] [INFO] [gru.py:84] - [Epoch 181] Loss: 0.1413 | Accuracy: 96.5909%
[2025-07-25 14:59:03] [INFO] [gru.py:84] - [Epoch 182] Loss: 0.1686 | Accuracy: 94.3182%
[2025-07-25 14:59:03] [INFO] [gru.py:84] - [Epoch 183] Loss: 0.1556 | Accuracy: 92.0455%
[2025-07-25 14:59:04] [INFO] [gru.py:84] - [Epoch 184] Loss: 0.1224 | Accuracy: 96.5909%
[2025-07-25 14:59:04] [INFO] [gru.py:84] - [Epoch 185] Loss: 0.1830 | Accuracy: 92.0455%
[2025-07-25 14:59:04] [INFO] [gru.py:84] - [Epoch 186] Loss: 0.1581 | Accuracy: 94.3182%
[2025-07-25 14:59:04] [INFO] [gru.py:84] - [Epoch 187] Loss: 0.1565 | Accuracy: 96.5909%
[2025-07-25 14:59:04] [INFO] [gru.py:84] - [Epoch 188] Loss: 0.2104 | Accuracy: 92.0455%
[2025-07-25 14:59:04] [INFO] [gru.py:84] - [Epoch 189] Loss: 0.1660 | Accuracy: 92.0455%
[2025-07-25 14:59:04] [INFO] [gru.py:84] - [Epoch 190] Loss: 0.2394 | Accuracy: 89.7727%
